state,year,sector,carbon_type,emission_(metric_tons)
Jharkhand,2014,Energy,CO,1.48
Jharkhand,2014,Energy,CO2,36.74
Jharkhand,2014,Energy,CH4,2.78
Jharkhand,2014,Industry,CO,1.67
Jharkhand,2014,Industry,CO2,29.17
Jharkhand,2014,Industry,CH4,3.51
Jharkhand,2014,Transportation,CO,2.0
Jharkhand,2014,Transportation,CO2,17.15
Jharkhand,2014,Transportation,CH4,0.72
Jharkhand,2014,Agriculture,CO,0.47
Jharkhand,2014,Agriculture,CO2,11.48
Jharkhand,2014,Agriculture,CH4,7.48
Jharkhand,2014,Waste Management,CO,0.34
Jharkhand,2014,Waste Management,CO2,4.94
Jharkhand,2014,Waste Management,CH4,7.42
Jharkhand,2015,Energy,CO,2.62
Jharkhand,2015,Energy,CO2,26.74
Jharkhand,2015,Energy,CH4,3.32
Jharkhand,2015,Industry,CO,2.34
Jharkhand,2015,Industry,CO2,43.23
Jharkhand,2015,Industry,CH4,1.6
Jharkhand,2015,Transportation,CO,4.02
Jharkhand,2015,Transportation,CO2,22.72
Jharkhand,2015,Transportation,CH4,1.31
Jharkhand,2015,Agriculture,CO,0.74
Jharkhand,2015,Agriculture,CO2,13.44
Jharkhand,2015,Agriculture,CH4,8.32
Jharkhand,2015,Waste Management,CO,0.35
Jharkhand,2015,Waste Management,CO2,4.59
Jharkhand,2015,Waste Management,CH4,5.02
Jharkhand,2016,Energy,CO,2.53
Jharkhand,2016,Energy,CO2,48.33
Jharkhand,2016,Energy,CH4,3.2
Jharkhand,2016,Industry,CO,2.5
Jharkhand,2016,Industry,CO2,35.95
Jharkhand,2016,Industry,CH4,3.19
Jharkhand,2016,Transportation,CO,2.81
Jharkhand,2016,Transportation,CO2,34.19
Jharkhand,2016,Transportation,CH4,0.93
Jharkhand,2016,Agriculture,CO,0.68
Jharkhand,2016,Agriculture,CO2,14.81
Jharkhand,2016,Agriculture,CH4,11.88
Jharkhand,2016,Waste Management,CO,0.28
Jharkhand,2016,Waste Management,CO2,6.31
Jharkhand,2016,Waste Management,CH4,7.32
Jharkhand,2017,Energy,CO,3.56
Jharkhand,2017,Energy,CO2,65.52
Jharkhand,2017,Energy,CH4,1.57
Jharkhand,2017,Industry,CO,1.49
Jharkhand,2017,Industry,CO2,47.71
Jharkhand,2017,Industry,CH4,2.63
Jharkhand,2017,Transportation,CO,1.52
Jharkhand,2017,Transportation,CO2,23.25
Jharkhand,2017,Transportation,CH4,1.25
Jharkhand,2017,Agriculture,CO,0.74
Jharkhand,2017,Agriculture,CO2,12.41
Jharkhand,2017,Agriculture,CH4,6.99
Jharkhand,2017,Waste Management,CO,0.23
Jharkhand,2017,Waste Management,CO2,6.88
Jharkhand,2017,Waste Management,CH4,8.84
Jharkhand,2018,Energy,CO,3.21
Jharkhand,2018,Energy,CO2,71.42
Jharkhand,2018,Energy,CH4,3.0
Jharkhand,2018,Industry,CO,1.68
Jharkhand,2018,Industry,CO2,22.42
Jharkhand,2018,Industry,CH4,2.26
Jharkhand,2018,Transportation,CO,3.08
Jharkhand,2018,Transportation,CO2,21.92
Jharkhand,2018,Transportation,CH4,0.7
Jharkhand,2018,Agriculture,CO,0.54
Jharkhand,2018,Agriculture,CO2,11.29
Jharkhand,2018,Agriculture,CH4,11.15
Jharkhand,2018,Waste Management,CO,0.21
Jharkhand,2018,Waste Management,CO2,6.05
Jharkhand,2018,Waste Management,CH4,5.54
Jharkhand,2019,Energy,CO,1.88
Jharkhand,2019,Energy,CO2,45.36
Jharkhand,2019,Energy,CH4,4.28
Jharkhand,2019,Industry,CO,1.27
Jharkhand,2019,Industry,CO2,41.65
Jharkhand,2019,Industry,CH4,3.19
Jharkhand,2019,Transportation,CO,4.21
Jharkhand,2019,Transportation,CO2,25.69
Jharkhand,2019,Transportation,CH4,1.19
Jharkhand,2019,Agriculture,CO,0.56
Jharkhand,2019,Agriculture,CO2,7.21
Jharkhand,2019,Agriculture,CH4,10.36
Jharkhand,2019,Waste Management,CO,0.35
Jharkhand,2019,Waste Management,CO2,5.01
Jharkhand,2019,Waste Management,CH4,8.77
Jharkhand,2020,Energy,CO,2.9
Jharkhand,2020,Energy,CO2,28.0
Jharkhand,2020,Energy,CH4,2.67
Jharkhand,2020,Industry,CO,2.27
Jharkhand,2020,Industry,CO2,30.16
Jharkhand,2020,Industry,CH4,1.56
Jharkhand,2020,Transportation,CO,1.6
Jharkhand,2020,Transportation,CO2,21.79
Jharkhand,2020,Transportation,CH4,0.94
Jharkhand,2020,Agriculture,CO,0.56
Jharkhand,2020,Agriculture,CO2,7.81
Jharkhand,2020,Agriculture,CH4,5.21
Jharkhand,2020,Waste Management,CO,0.34
Jharkhand,2020,Waste Management,CO2,6.28
Jharkhand,2020,Waste Management,CH4,9.15
Jharkhand,2021,Energy,CO,1.36
Jharkhand,2021,Energy,CO2,26.55
Jharkhand,2021,Energy,CH4,4.14
Jharkhand,2021,Industry,CO,1.23
Jharkhand,2021,Industry,CO2,34.92
Jharkhand,2021,Industry,CH4,2.41
Jharkhand,2021,Transportation,CO,2.04
Jharkhand,2021,Transportation,CO2,30.95
Jharkhand,2021,Transportation,CH4,0.53
Jharkhand,2021,Agriculture,CO,0.37
Jharkhand,2021,Agriculture,CO2,6.63
Jharkhand,2021,Agriculture,CH4,11.36
Jharkhand,2021,Waste Management,CO,0.28
Jharkhand,2021,Waste Management,CO2,2.64
Jharkhand,2021,Waste Management,CH4,6.63
Jharkhand,2022,Energy,CO,3.29
Jharkhand,2022,Energy,CO2,65.07
Jharkhand,2022,Energy,CH4,4.01
Jharkhand,2022,Industry,CO,1.73
Jharkhand,2022,Industry,CO2,31.95
Jharkhand,2022,Industry,CH4,2.98
Jharkhand,2022,Transportation,CO,2.69
Jharkhand,2022,Transportation,CO2,35.82
Jharkhand,2022,Transportation,CH4,1.14
Jharkhand,2022,Agriculture,CO,0.43
Jharkhand,2022,Agriculture,CO2,12.67
Jharkhand,2022,Agriculture,CH4,5.32
Jharkhand,2022,Waste Management,CO,0.2
Jharkhand,2022,Waste Management,CO2,4.03
Jharkhand,2022,Waste Management,CH4,8.29
Jharkhand,2023,Energy,CO,2.11
Jharkhand,2023,Energy,CO2,44.77
Jharkhand,2023,Energy,CH4,2.17
Jharkhand,2023,Industry,CO,0.93
Jharkhand,2023,Industry,CO2,40.24
Jharkhand,2023,Industry,CH4,3.2
Jharkhand,2023,Transportation,CO,2.81
Jharkhand,2023,Transportation,CO2,20.97
Jharkhand,2023,Transportation,CH4,1.35
Jharkhand,2023,Agriculture,CO,0.66
Jharkhand,2023,Agriculture,CO2,6.87
Jharkhand,2023,Agriculture,CH4,6.43
Jharkhand,2023,Waste Management,CO,0.33
Jharkhand,2023,Waste Management,CO2,2.7
Jharkhand,2023,Waste Management,CH4,4.61
Jharkhand,2024,Energy,CO,1.46
Jharkhand,2024,Energy,CO2,62.88
Jharkhand,2024,Energy,CH4,3.94
Jharkhand,2024,Industry,CO,1.26
Jharkhand,2024,Industry,CO2,55.41
Jharkhand,2024,Industry,CH4,3.0
Jharkhand,2024,Transportation,CO,4.16
Jharkhand,2024,Transportation,CO2,29.15
Jharkhand,2024,Transportation,CH4,1.39
Jharkhand,2024,Agriculture,CO,0.62
Jharkhand,2024,Agriculture,CO2,9.95
Jharkhand,2024,Agriculture,CH4,10.08
Jharkhand,2024,Waste Management,CO,0.18
Jharkhand,2024,Waste Management,CO2,6.74
Jharkhand,2024,Waste Management,CH4,4.12
Karnataka,2010,Energy,CO,2.84
Karnataka,2010,Energy,CO2,26.13
Karnataka,2010,Energy,CH4,2.56
Karnataka,2010,Industry,CO,1.33
Karnataka,2010,Industry,CO2,52.11
Karnataka,2010,Industry,CH4,2.98
Karnataka,2010,Transportation,CO,3.25
Karnataka,2010,Transportation,CO2,24.2
Karnataka,2010,Transportation,CH4,1.43
Karnataka,2010,Agriculture,CO,0.25
Karnataka,2010,Agriculture,CO2,10.28
Karnataka,2010,Agriculture,CH4,9.25
Karnataka,2010,Waste Management,CO,0.28
Karnataka,2010,Waste Management,CO2,3.63
Karnataka,2010,Waste Management,CH4,5.52
Karnataka,2011,Energy,CO,3.57
Karnataka,2011,Energy,CO2,33.4
Karnataka,2011,Energy,CH4,3.88
Karnataka,2011,Industry,CO,1.45
Karnataka,2011,Industry,CO2,55.83
Karnataka,2011,Industry,CH4,3.74
Karnataka,2011,Transportation,CO,4.44
Karnataka,2011,Transportation,CO2,30.43
Karnataka,2011,Transportation,CH4,0.61
Karnataka,2011,Agriculture,CO,0.69
Karnataka,2011,Agriculture,CO2,9.67
Karnataka,2011,Agriculture,CH4,7.57
Karnataka,2011,Waste Management,CO,0.2
Karnataka,2011,Waste Management,CO2,7.14
Karnataka,2011,Waste Management,CH4,5.87
Karnataka,2012,Energy,CO,2.87
Karnataka,2012,Energy,CO2,48.28
Karnataka,2012,Energy,CH4,2.37
Karnataka,2012,Industry,CO,1.05
Karnataka,2012,Industry,CO2,48.8
Karnataka,2012,Industry,CH4,3.07
Karnataka,2012,Transportation,CO,3.86
Karnataka,2012,Transportation,CO2,24.55
Karnataka,2012,Transportation,CH4,0.69
Karnataka,2012,Agriculture,CO,0.35
Karnataka,2012,Agriculture,CO2,8.32
Karnataka,2012,Agriculture,CH4,6.88
Karnataka,2012,Waste Management,CO,0.4
Karnataka,2012,Waste Management,CO2,6.46
Karnataka,2012,Waste Management,CH4,4.44
Karnataka,2013,Energy,CO,3.3
Karnataka,2013,Energy,CO2,29.21
Karnataka,2013,Energy,CH4,1.76
Karnataka,2013,Industry,CO,2.23
Karnataka,2013,Industry,CO2,52.05
Karnataka,2013,Industry,CH4,3.08
Karnataka,2013,Transportation,CO,2.1
Karnataka,2013,Transportation,CO2,34.09
Karnataka,2013,Transportation,CH4,0.7
Karnataka,2013,Agriculture,CO,0.4
Karnataka,2013,Agriculture,CO2,7.76
Karnataka,2013,Agriculture,CH4,8.82
Karnataka,2013,Waste Management,CO,0.17
Karnataka,2013,Waste Management,CO2,4.63
Karnataka,2013,Waste Management,CH4,3.9
Karnataka,2014,Energy,CO,3.02
Karnataka,2014,Energy,CO2,27.6
Karnataka,2014,Energy,CH4,3.85
Karnataka,2014,Industry,CO,1.74
Karnataka,2014,Industry,CO2,42.61
Karnataka,2014,Industry,CH4,3.73
Karnataka,2014,Transportation,CO,2.2
Karnataka,2014,Transportation,CO2,16.48
Karnataka,2014,Transportation,CH4,1.19
Karnataka,2014,Agriculture,CO,0.67
Karnataka,2014,Agriculture,CO2,11.04
Karnataka,2014,Agriculture,CH4,7.25
Karnataka,2014,Waste Management,CO,0.28
Karnataka,2014,Waste Management,CO2,7.43
Karnataka,2014,Waste Management,CH4,4.95
Karnataka,2015,Energy,CO,2.5
Karnataka,2015,Energy,CO2,60.22
Karnataka,2015,Energy,CH4,2.01
Karnataka,2015,Industry,CO,1.41
Karnataka,2015,Industry,CO2,22.2
Karnataka,2015,Industry,CH4,1.26
Karnataka,2015,Transportation,CO,3.99
Karnataka,2015,Transportation,CO2,19.33
Karnataka,2015,Transportation,CH4,0.68
Karnataka,2015,Agriculture,CO,0.28
Karnataka,2015,Agriculture,CO2,13.98
Karnataka,2015,Agriculture,CH4,7.97
Karnataka,2015,Waste Management,CO,0.35
Karnataka,2015,Waste Management,CO2,7.09
Karnataka,2015,Waste Management,CH4,7.99
Karnataka,2016,Energy,CO,2.41
Karnataka,2016,Energy,CO2,73.99
Karnataka,2016,Energy,CH4,2.63
Karnataka,2016,Industry,CO,1.5
Karnataka,2016,Industry,CO2,51.9
Karnataka,2016,Industry,CH4,2.25
Karnataka,2016,Transportation,CO,3.76
Karnataka,2016,Transportation,CO2,38.66
Karnataka,2016,Transportation,CH4,0.6
Karnataka,2016,Agriculture,CO,0.32
Karnataka,2016,Agriculture,CO2,6.45
Karnataka,2016,Agriculture,CH4,6.86
Karnataka,2016,Waste Management,CO,0.32
Karnataka,2016,Waste Management,CO2,3.56
Karnataka,2016,Waste Management,CH4,3.53
Karnataka,2017,Energy,CO,1.7
Karnataka,2017,Energy,CO2,50.6
Karnataka,2017,Energy,CH4,3.27
Karnataka,2017,Industry,CO,1.25
Karnataka,2017,Industry,CO2,24.68
Karnataka,2017,Industry,CH4,2.64
Karnataka,2017,Transportation,CO,1.69
Karnataka,2017,Transportation,CO2,36.94
Karnataka,2017,Transportation,CH4,1.01
Karnataka,2017,Agriculture,CO,0.26
Karnataka,2017,Agriculture,CO2,8.05
Karnataka,2017,Agriculture,CH4,10.4
Karnataka,2017,Waste Management,CO,0.27
Karnataka,2017,Waste Management,CO2,3.83
Karnataka,2017,Waste Management,CH4,8.11
Karnataka,2018,Energy,CO,1.65
Karnataka,2018,Energy,CO2,53.31
Karnataka,2018,Energy,CH4,4.5
Karnataka,2018,Industry,CO,1.84
Karnataka,2018,Industry,CO2,30.18
Karnataka,2018,Industry,CH4,3.49
Karnataka,2018,Transportation,CO,3.34
Karnataka,2018,Transportation,CO2,18.14
Karnataka,2018,Transportation,CH4,1.22
Karnataka,2018,Agriculture,CO,0.35
Karnataka,2018,Agriculture,CO2,12.3
Karnataka,2018,Agriculture,CH4,11.87
Karnataka,2018,Waste Management,CO,0.26
Karnataka,2018,Waste Management,CO2,2.62
Karnataka,2018,Waste Management,CH4,3.95
Karnataka,2019,Energy,CO,3.5
Karnataka,2019,Energy,CO2,40.76
Karnataka,2019,Energy,CH4,3.83
Karnataka,2019,Industry,CO,1.17
Karnataka,2019,Industry,CO2,23.09
Karnataka,2019,Industry,CH4,1.61
Karnataka,2019,Transportation,CO,3.45
Karnataka,2019,Transportation,CO2,29.54
Karnataka,2019,Transportation,CH4,1.31
Karnataka,2019,Agriculture,CO,0.26
Karnataka,2019,Agriculture,CO2,8.26
Karnataka,2019,Agriculture,CH4,4.05
Karnataka,2019,Waste Management,CO,0.24
Karnataka,2019,Waste Management,CO2,6.89
Karnataka,2019,Waste Management,CH4,5.86
Karnataka,2020,Energy,CO,2.11
Karnataka,2020,Energy,CO2,54.97
Karnataka,2020,Energy,CH4,2.67
Karnataka,2020,Industry,CO,2.1
Karnataka,2020,Industry,CO2,33.9
Karnataka,2020,Industry,CH4,2.91
Karnataka,2020,Transportation,CO,3.25
Karnataka,2020,Transportation,CO2,19.75
Karnataka,2020,Transportation,CH4,1.49
Karnataka,2020,Agriculture,CO,0.42
Karnataka,2020,Agriculture,CO2,7.9
Karnataka,2020,Agriculture,CH4,11.24
Karnataka,2020,Waste Management,CO,0.18
Karnataka,2020,Waste Management,CO2,6.78
Karnataka,2020,Waste Management,CH4,7.22
Karnataka,2021,Energy,CO,1.79
Karnataka,2021,Energy,CO2,51.87
Karnataka,2021,Energy,CH4,2.58
Karnataka,2021,Industry,CO,2.24
Karnataka,2021,Industry,CO2,49.75
Karnataka,2021,Industry,CH4,3.21
Karnataka,2021,Transportation,CO,2.72
Karnataka,2021,Transportation,CO2,28.18
Karnataka,2021,Transportation,CH4,0.89
Karnataka,2021,Agriculture,CO,0.31
Karnataka,2021,Agriculture,CO2,10.92
Karnataka,2021,Agriculture,CH4,8.28
Karnataka,2021,Waste Management,CO,0.19
Karnataka,2021,Waste Management,CO2,5.13
Karnataka,2021,Waste Management,CH4,8.75
Karnataka,2022,Energy,CO,3.08
Karnataka,2022,Energy,CO2,67.49
Karnataka,2022,Energy,CH4,2.55
Karnataka,2022,Industry,CO,2.5
Karnataka,2022,Industry,CO2,54.65
Karnataka,2022,Industry,CH4,3.37
Karnataka,2022,Transportation,CO,1.82
Karnataka,2022,Transportation,CO2,20.64
Karnataka,2022,Transportation,CH4,0.57
Karnataka,2022,Agriculture,CO,0.47
Karnataka,2022,Agriculture,CO2,10.44
Karnataka,2022,Agriculture,CH4,8.81
Karnataka,2022,Waste Management,CO,0.17
Karnataka,2022,Waste Management,CO2,2.73
Karnataka,2022,Waste Management,CH4,3.89
Karnataka,2023,Energy,CO,1.59
Karnataka,2023,Energy,CO2,49.18
Karnataka,2023,Energy,CH4,4.12
Karnataka,2023,Industry,CO,1.68
Karnataka,2023,Industry,CO2,38.83
Karnataka,2023,Industry,CH4,1.69
Karnataka,2023,Transportation,CO,1.51
Karnataka,2023,Transportation,CO2,38.87
Karnataka,2023,Transportation,CH4,1.29
Karnataka,2023,Agriculture,CO,0.3
Karnataka,2023,Agriculture,CO2,5.98
Karnataka,2023,Agriculture,CH4,5.32
Karnataka,2023,Waste Management,CO,0.28
Karnataka,2023,Waste Management,CO2,5.48
Karnataka,2023,Waste Management,CH4,6.7
Karnataka,2024,Energy,CO,3.05
Karnataka,2024,Energy,CO2,31.98
Karnataka,2024,Energy,CH4,2.8
Karnataka,2024,Industry,CO,2.52
Karnataka,2024,Industry,CO2,35.96
Karnataka,2024,Industry,CH4,2.32
Karnataka,2024,Transportation,CO,4.13
Karnataka,2024,Transportation,CO2,37.75
Karnataka,2024,Transportation,CH4,0.92
Karnataka,2024,Agriculture,CO,0.29
Karnataka,2024,Agriculture,CO2,7.45
Karnataka,2024,Agriculture,CH4,7.38
Karnataka,2024,Waste Management,CO,0.23
Karnataka,2024,Waste Management,CO2,5.63
Karnataka,2024,Waste Management,CH4,3.26
Kerala,2010,Energy,CO,3.12
Kerala,2010,Energy,CO2,40.41
Kerala,2010,Energy,CH4,1.69
Kerala,2010,Industry,CO,1.5
Kerala,2010,Industry,CO2,41.64
Kerala,2010,Industry,CH4,1.46
Kerala,2010,Transportation,CO,2.18
Kerala,2010,Transportation,CO2,18.2
Kerala,2010,Transportation,CH4,0.93
Kerala,2010,Agriculture,CO,0.74
Kerala,2010,Agriculture,CO2,9.61
Kerala,2010,Agriculture,CH4,4.83
Kerala,2010,Waste Management,CO,0.26
Kerala,2010,Waste Management,CO2,7.46
Kerala,2010,Waste Management,CH4,7.93
Kerala,2011,Energy,CO,2.61
Kerala,2011,Energy,CO2,57.26
Kerala,2011,Energy,CH4,2.01
Kerala,2011,Industry,CO,1.16
Kerala,2011,Industry,CO2,34.77
Kerala,2011,Industry,CH4,1.86
Kerala,2011,Transportation,CO,2.69
Kerala,2011,Transportation,CO2,30.99
Kerala,2011,Transportation,CH4,1.06
Kerala,2011,Agriculture,CO,0.71
Kerala,2011,Agriculture,CO2,11.28
Kerala,2011,Agriculture,CH4,6.29
Kerala,2011,Waste Management,CO,0.25
Kerala,2011,Waste Management,CO2,5.2
Kerala,2011,Waste Management,CH4,7.07
Kerala,2012,Energy,CO,2.34
Kerala,2012,Energy,CO2,37.55
Kerala,2012,Energy,CH4,2.45
Kerala,2012,Industry,CO,1.61
Kerala,2012,Industry,CO2,55.35
Kerala,2012,Industry,CH4,3.41
Kerala,2012,Transportation,CO,1.79
Kerala,2012,Transportation,CO2,28.92
Kerala,2012,Transportation,CH4,0.68
Kerala,2012,Agriculture,CO,0.62
Kerala,2012,Agriculture,CO2,9.41
Kerala,2012,Agriculture,CH4,8.92
Kerala,2012,Waste Management,CO,0.28
Kerala,2012,Waste Management,CO2,4.76
Kerala,2012,Waste Management,CH4,3.69
Kerala,2013,Energy,CO,1.7
Kerala,2013,Energy,CO2,49.44
Kerala,2013,Energy,CH4,2.64
Kerala,2013,Industry,CO,0.91
Kerala,2013,Industry,CO2,38.81
Kerala,2013,Industry,CH4,1.43
Kerala,2013,Transportation,CO,1.9
Kerala,2013,Transportation,CO2,23.57
Kerala,2013,Transportation,CH4,1.03
Kerala,2013,Agriculture,CO,0.39
Kerala,2013,Agriculture,CO2,9.77
Kerala,2013,Agriculture,CH4,7.62
Kerala,2013,Waste Management,CO,0.15
Kerala,2013,Waste Management,CO2,3.9
Kerala,2013,Waste Management,CH4,7.89
Kerala,2014,Energy,CO,3.2
Kerala,2014,Energy,CO2,59.43
Kerala,2014,Energy,CH4,2.1
Kerala,2014,Industry,CO,1.96
Kerala,2014,Industry,CO2,47.56
Kerala,2014,Industry,CH4,2.07
Kerala,2014,Transportation,CO,2.54
Kerala,2014,Transportation,CO2,31.58
Kerala,2014,Transportation,CH4,1.33
Kerala,2014,Agriculture,CO,0.34
Kerala,2014,Agriculture,CO2,8.15
Kerala,2014,Agriculture,CH4,7.79
Kerala,2014,Waste Management,CO,0.38
Kerala,2014,Waste Management,CO2,3.44
Kerala,2014,Waste Management,CH4,7.68
Kerala,2015,Energy,CO,1.79
Kerala,2015,Energy,CO2,51.58
Kerala,2015,Energy,CH4,4.44
Kerala,2015,Industry,CO,2.29
Kerala,2015,Industry,CO2,57.92
Kerala,2015,Industry,CH4,2.84
Kerala,2015,Transportation,CO,2.04
Kerala,2015,Transportation,CO2,19.61
Kerala,2015,Transportation,CH4,1.14
Kerala,2015,Agriculture,CO,0.7
Kerala,2015,Agriculture,CO2,6.64
Kerala,2015,Agriculture,CH4,8.81
Kerala,2015,Waste Management,CO,0.25
Kerala,2015,Waste Management,CO2,4.54
Kerala,2015,Waste Management,CH4,5.01
Kerala,2016,Energy,CO,2.34
Kerala,2016,Energy,CO2,41.49
Kerala,2016,Energy,CH4,2.45
Kerala,2016,Industry,CO,1.93
Kerala,2016,Industry,CO2,44.54
Kerala,2016,Industry,CH4,1.68
Kerala,2016,Transportation,CO,2.19
Kerala,2016,Transportation,CO2,30.71
Kerala,2016,Transportation,CH4,0.97
Kerala,2016,Agriculture,CO,0.37
Kerala,2016,Agriculture,CO2,12.87
Kerala,2016,Agriculture,CH4,8.97
Kerala,2016,Waste Management,CO,0.22
Kerala,2016,Waste Management,CO2,5.85
Kerala,2016,Waste Management,CH4,3.45
Kerala,2017,Energy,CO,1.7
Kerala,2017,Energy,CO2,39.05
Kerala,2017,Energy,CH4,4.02
Kerala,2017,Industry,CO,2.34
Kerala,2017,Industry,CO2,47.62
Kerala,2017,Industry,CH4,3.38
Kerala,2017,Transportation,CO,2.63
Kerala,2017,Transportation,CO2,17.92
Kerala,2017,Transportation,CH4,1.13
Kerala,2017,Agriculture,CO,0.68
Kerala,2017,Agriculture,CO2,12.9
Kerala,2017,Agriculture,CH4,9.78
Kerala,2017,Waste Management,CO,0.21
Kerala,2017,Waste Management,CO2,4.26
Kerala,2017,Waste Management,CH4,6.07
Kerala,2018,Energy,CO,2.34
Kerala,2018,Energy,CO2,74.48
Kerala,2018,Energy,CH4,2.59
Kerala,2018,Industry,CO,1.14
Kerala,2018,Industry,CO2,50.97
Kerala,2018,Industry,CH4,1.85
Kerala,2018,Transportation,CO,3.84
Kerala,2018,Transportation,CO2,24.49
Kerala,2018,Transportation,CH4,0.75
Kerala,2018,Agriculture,CO,0.28
Kerala,2018,Agriculture,CO2,10.3
Kerala,2018,Agriculture,CH4,7.0
Kerala,2018,Waste Management,CO,0.39
Kerala,2018,Waste Management,CO2,7.45
Kerala,2018,Waste Management,CH4,7.46
Kerala,2019,Energy,CO,1.93
Kerala,2019,Energy,CO2,49.98
Kerala,2019,Energy,CH4,4.46
Kerala,2019,Industry,CO,2.59
Kerala,2019,Industry,CO2,40.7
Kerala,2019,Industry,CH4,1.88
Kerala,2019,Transportation,CO,2.88
Kerala,2019,Transportation,CO2,32.8
Kerala,2019,Transportation,CH4,1.41
Kerala,2019,Agriculture,CO,0.41
Kerala,2019,Agriculture,CO2,5.54
Kerala,2019,Agriculture,CH4,11.85
Kerala,2019,Waste Management,CO,0.39
Kerala,2019,Waste Management,CO2,5.25
Kerala,2019,Waste Management,CH4,5.2
Kerala,2020,Energy,CO,2.25
Kerala,2020,Energy,CO2,33.33
Kerala,2020,Energy,CH4,3.57
Kerala,2020,Industry,CO,1.35
Kerala,2020,Industry,CO2,52.67
Kerala,2020,Industry,CH4,1.54
Kerala,2020,Transportation,CO,1.91
Kerala,2020,Transportation,CO2,36.68
Kerala,2020,Transportation,CH4,1.42
Kerala,2020,Agriculture,CO,0.61
Kerala,2020,Agriculture,CO2,8.64
Kerala,2020,Agriculture,CH4,5.52
Kerala,2020,Waste Management,CO,0.23
Kerala,2020,Waste Management,CO2,5.99
Kerala,2020,Waste Management,CH4,6.45
Kerala,2021,Energy,CO,2.97
Kerala,2021,Energy,CO2,68.38
Kerala,2021,Energy,CH4,4.19
Kerala,2021,Industry,CO,2.58
Kerala,2021,Industry,CO2,52.11
Kerala,2021,Industry,CH4,1.31
Kerala,2021,Transportation,CO,2.47
Kerala,2021,Transportation,CO2,31.04
Kerala,2021,Transportation,CH4,1.11
Kerala,2021,Agriculture,CO,0.32
Kerala,2021,Agriculture,CO2,9.76
Kerala,2021,Agriculture,CH4,11.98
Kerala,2021,Waste Management,CO,0.22
Kerala,2021,Waste Management,CO2,6.66
Kerala,2021,Waste Management,CH4,8.24
Kerala,2022,Energy,CO,2.15
Kerala,2022,Energy,CO2,48.85
Kerala,2022,Energy,CH4,2.38
Kerala,2022,Industry,CO,2.69
Kerala,2022,Industry,CO2,47.73
Kerala,2022,Industry,CH4,2.82
Kerala,2022,Transportation,CO,1.86
Kerala,2022,Transportation,CO2,30.11
Kerala,2022,Transportation,CH4,1.16
Kerala,2022,Agriculture,CO,0.4
Kerala,2022,Agriculture,CO2,5.03
Kerala,2022,Agriculture,CH4,11.67
Kerala,2022,Waste Management,CO,0.35
Kerala,2022,Waste Management,CO2,4.79
Kerala,2022,Waste Management,CH4,5.52
Kerala,2023,Energy,CO,1.36
Kerala,2023,Energy,CO2,72.81
Kerala,2023,Energy,CH4,1.69
Kerala,2023,Industry,CO,1.23
Kerala,2023,Industry,CO2,42.63
Kerala,2023,Industry,CH4,2.75
Kerala,2023,Transportation,CO,3.73
Kerala,2023,Transportation,CO2,29.05
Kerala,2023,Transportation,CH4,0.94
Kerala,2023,Agriculture,CO,0.72
Kerala,2023,Agriculture,CO2,14.91
Kerala,2023,Agriculture,CH4,7.05
Kerala,2023,Waste Management,CO,0.19
Kerala,2023,Waste Management,CO2,6.03
Kerala,2023,Waste Management,CH4,6.72
Kerala,2024,Energy,CO,3.06
Kerala,2024,Energy,CO2,48.04
Kerala,2024,Energy,CH4,3.44
Kerala,2024,Industry,CO,2.37
Kerala,2024,Industry,CO2,50.93
Kerala,2024,Industry,CH4,3.47
Kerala,2024,Transportation,CO,4.41
Kerala,2024,Transportation,CO2,25.51
Kerala,2024,Transportation,CH4,0.72
Kerala,2024,Agriculture,CO,0.65
Kerala,2024,Agriculture,CO2,12.06
Kerala,2024,Agriculture,CH4,4.88
Kerala,2024,Waste Management,CO,0.15
Kerala,2024,Waste Management,CO2,4.78
Kerala,2024,Waste Management,CH4,6.65
Madhya Pradesh,2010,Energy,CO,3.43
Madhya Pradesh,2010,Energy,CO2,38.22
Madhya Pradesh,2010,Energy,CH4,1.99
Madhya Pradesh,2010,Industry,CO,1.37
Madhya Pradesh,2010,Industry,CO2,20.19
Madhya Pradesh,2010,Industry,CH4,3.38
Madhya Pradesh,2010,Transportation,CO,1.94
Madhya Pradesh,2010,Transportation,CO2,34.59
Madhya Pradesh,2010,Transportation,CH4,0.55
Madhya Pradesh,2010,Agriculture,CO,0.55
Madhya Pradesh,2010,Agriculture,CO2,11.77
Madhya Pradesh,2010,Agriculture,CH4,4.94
Madhya Pradesh,2010,Waste Management,CO,0.27
Madhya Pradesh,2010,Waste Management,CO2,7.4
Madhya Pradesh,2010,Waste Management,CH4,8.27
Madhya Pradesh,2011,Energy,CO,2.81
Madhya Pradesh,2011,Energy,CO2,28.18
Madhya Pradesh,2011,Energy,CH4,4.4
Madhya Pradesh,2011,Industry,CO,1.43
Madhya Pradesh,2011,Industry,CO2,57.08
Madhya Pradesh,2011,Industry,CH4,1.67
Madhya Pradesh,2011,Transportation,CO,2.81
